gene_id,s_mtsc_complete_wt_rep2,s_mtsc_ezr_d1_td_single_tdbl_rep2,s_mtsc_klf5_a3_tdbl_first_half_rep2,s_mtsc_krt8_18_f7_tftd_dis_insertion_tf,s_mtsc_krt8_18_h9_tftd_dis_insertion_tf,s_mtsc_rin3_g2_tftd_dis_homozy_del_rep2
ENSMUSG00000117107,0,1,0,0,0,0
ENSMUSG00000117108,2,0,0,1,0,1
ENSMUSG00000117109,0,0,0,0,0,0
ENSMUSG00000117110,2,2,0,2,0,0
ENSMUSG00000117111,0,0,0,0,0,0
ENSMUSG00000117112,0,0,0,0,0,0
ENSMUSG00000117113,216,234,183,195,189,182
ENSMUSG00000117114,2,8,1,1,2,11
ENSMUSG00000117115,0,0,0,0,0,0
ENSMUSG00000117116,0,0,0,0,0,0
ENSMUSG00000117117,0,0,0,0,0,0
ENSMUSG00000117118,0,0,0,0,0,0
ENSMUSG00000117119,0,0,0,0,0,0
ENSMUSG00000117120,0,0,0,0,0,0
ENSMUSG00000117121,5,15,17,4,0,17
ENSMUSG00000117122,2,6,4,1,11,7
ENSMUSG00000117123,1,2,1,0,0,2
ENSMUSG00000117124,0,0,0,0,0,0
ENSMUSG00000117125,0,0,0,0,0,0
ENSMUSG00000117126,2,0,0,1,1,0
ENSMUSG00000117127,0,0,0,0,0,0
ENSMUSG00000117128,0,0,0,0,0,0
ENSMUSG00000117129,0,1,1,2,1,4
ENSMUSG00000117130,1,0,1,1,0,4
ENSMUSG00000117131,0,2,0,0,2,3
ENSMUSG00000117132,0,0,0,0,0,0
ENSMUSG00000117133,0,0,0,0,0,0
ENSMUSG00000117134,0,0,0,0,0,0
ENSMUSG00000117135,0,0,0,0,0,0
ENSMUSG00000117136,0,0,0,0,0,0
ENSMUSG00000117137,0,0,0,0,0,0
ENSMUSG00000117138,0,0,1,0,0,0
ENSMUSG00000117139,0,0,1,0,0,0
ENSMUSG00000117140,0,0,0,0,0,0
ENSMUSG00000117141,0,0,0,0,0,0
ENSMUSG00000117142,0,0,0,0,0,0
ENSMUSG00000117143,0,0,0,0,0,0
ENSMUSG00000117145,35,25,14,34,21,38
ENSMUSG00000117146,0,0,0,0,0,0
ENSMUSG00000117147,0,0,0,0,0,0
ENSMUSG00000117148,0,0,0,0,0,0
ENSMUSG00000117149,0,0,0,0,0,0
ENSMUSG00000117150,0,0,0,0,0,0
ENSMUSG00000117151,0,0,0,0,0,0
ENSMUSG00000117154,0,0,0,0,1,0
ENSMUSG00000117156,0,0,0,0,0,0
ENSMUSG00000117157,0,0,1,1,0,0
ENSMUSG00000117158,0,0,0,2,0,2
ENSMUSG00000117159,0,0,0,0,0,0
ENSMUSG00000117160,0,0,0,0,0,0
ENSMUSG00000117161,0,0,0,0,0,0
ENSMUSG00000117162,0,0,0,0,0,1
ENSMUSG00000117163,1,0,2,0,0,0
ENSMUSG00000117164,3,0,0,0,1,2
ENSMUSG00000117165,0,0,0,0,0,0
ENSMUSG00000117166,0,0,0,0,0,0
ENSMUSG00000117167,0,0,0,0,0,0
ENSMUSG00000117168,0,0,0,0,0,0
ENSMUSG00000117169,0,0,0,0,0,0
ENSMUSG00000117170,0,0,0,0,0,0
ENSMUSG00000117171,57,58,45,39,54,59
ENSMUSG00000117172,2,0,0,0,0,0
ENSMUSG00000117174,0,0,0,0,0,0
ENSMUSG00000117175,0,0,0,0,1,0
ENSMUSG00000117176,0,0,1,0,0,0
ENSMUSG00000117177,0,0,0,0,0,0
ENSMUSG00000117178,0,0,0,0,0,0
ENSMUSG00000117179,0,0,0,0,0,0
ENSMUSG00000117180,0,0,0,0,0,0
ENSMUSG00000117181,0,0,0,0,0,0
ENSMUSG00000117182,0,0,0,0,0,0
ENSMUSG00000117183,202,292,1,0,357,200
ENSMUSG00000117184,0,0,0,0,0,0
ENSMUSG00000117185,3,5,1,0,1,3
ENSMUSG00000117186,0,0,0,0,0,0
ENSMUSG00000117187,31,29,33,44,28,25
ENSMUSG00000117188,0,0,0,0,0,0
ENSMUSG00000117189,1,1,1,3,3,0
ENSMUSG00000117190,0,0,0,0,0,0
ENSMUSG00000117191,0,0,0,0,0,0
ENSMUSG00000117192,2,0,1,0,3,0
ENSMUSG00000117193,0,0,0,0,0,0
ENSMUSG00000117194,0,0,0,0,0,0
ENSMUSG00000117195,0,0,0,0,0,0
ENSMUSG00000117196,0,0,0,0,0,0
ENSMUSG00000117197,0,0,0,0,0,0
ENSMUSG00000117198,0,0,0,0,0,0
ENSMUSG00000117199,1,0,2,2,2,0
ENSMUSG00000117200,0,0,0,0,0,0
ENSMUSG00000117201,0,0,0,0,0,0
ENSMUSG00000117202,6,6,13,5,3,13
ENSMUSG00000117203,0,0,0,0,0,0
ENSMUSG00000117204,0,0,0,0,0,0
ENSMUSG00000117205,0,0,0,0,0,0
ENSMUSG00000117206,0,0,0,0,0,0
ENSMUSG00000117207,0,0,0,0,0,0
ENSMUSG00000117208,0,0,0,0,2,0
ENSMUSG00000117209,0,0,0,0,0,0
ENSMUSG00000117210,0,0,0,0,0,0
ENSMUSG00000117211,0,0,0,0,0,0
ENSMUSG00000117213,0,0,0,0,0,0
ENSMUSG00000117214,0,0,0,0,0,0
ENSMUSG00000117215,0,0,0,0,0,0
ENSMUSG00000117216,2,1,0,0,0,1
ENSMUSG00000117217,0,0,2,0,1,1
ENSMUSG00000117218,0,0,2,0,0,0
ENSMUSG00000117219,2,0,3,1,4,2
ENSMUSG00000117220,0,2,2,0,8,0
ENSMUSG00000117221,0,0,0,0,0,1
ENSMUSG00000117222,0,0,0,0,0,0
ENSMUSG00000117223,0,0,0,0,0,0
ENSMUSG00000117224,0,0,0,0,0,0
ENSMUSG00000117225,0,0,0,0,0,0
ENSMUSG00000117226,0,0,0,0,1,0
ENSMUSG00000117227,0,0,0,0,0,0
ENSMUSG00000117228,0,0,1,1,0,0
ENSMUSG00000117229,0,0,0,0,0,0
ENSMUSG00000117230,0,0,0,0,0,0
ENSMUSG00000117231,18,22,14,19,10,15
ENSMUSG00000117232,0,5,0,6,1,3
ENSMUSG00000117233,0,0,0,3,0,0
ENSMUSG00000117234,13,18,15,18,26,5
ENSMUSG00000117235,0,0,0,0,0,0
ENSMUSG00000117236,0,0,0,0,0,0
ENSMUSG00000117237,0,0,0,0,0,0
ENSMUSG00000117238,0,1,0,0,0,0
ENSMUSG00000117239,0,0,0,0,0,0
ENSMUSG00000117240,0,0,0,0,0,0
ENSMUSG00000117241,0,0,2,2,3,2
ENSMUSG00000117243,0,0,0,0,0,0
ENSMUSG00000117244,0,0,0,0,0,0
ENSMUSG00000117245,1,0,0,2,2,6
ENSMUSG00000117246,1,0,0,0,6,0
ENSMUSG00000117247,0,0,1,0,0,0
ENSMUSG00000117248,0,0,0,0,0,0
ENSMUSG00000117249,0,0,0,0,0,0
ENSMUSG00000117250,9,13,8,10,3,14
ENSMUSG00000117251,0,0,0,0,0,0
ENSMUSG00000117252,51,47,21,31,38,37
ENSMUSG00000117253,0,0,0,0,0,0
ENSMUSG00000117254,0,0,0,0,0,1
ENSMUSG00000117255,14,28,35,16,24,40
ENSMUSG00000117256,0,0,0,1,1,0
ENSMUSG00000117257,6,5,7,6,3,7
ENSMUSG00000117258,0,0,0,0,0,0
ENSMUSG00000117259,0,0,0,0,0,0
ENSMUSG00000117260,0,0,0,0,0,0
ENSMUSG00000117262,0,1,0,0,4,0
ENSMUSG00000117263,0,0,1,0,0,2
ENSMUSG00000117264,0,0,0,0,0,0
ENSMUSG00000117265,0,0,0,0,0,0
ENSMUSG00000117266,0,0,0,0,0,0
ENSMUSG00000117267,0,0,0,0,0,0
ENSMUSG00000117268,0,0,0,0,0,0
ENSMUSG00000117269,0,0,0,1,0,0
ENSMUSG00000117270,5,8,1,3,6,5
ENSMUSG00000117271,0,0,0,0,0,0
ENSMUSG00000117272,0,0,0,0,0,0
ENSMUSG00000117273,0,0,0,0,0,0
ENSMUSG00000117274,0,0,0,0,0,0
ENSMUSG00000117275,10,15,15,8,9,12
ENSMUSG00000117276,0,0,0,0,0,0
ENSMUSG00000117277,0,0,0,0,0,0
ENSMUSG00000117278,0,0,1,0,1,0
ENSMUSG00000117279,0,0,0,0,0,0
ENSMUSG00000117280,0,0,0,0,0,0
ENSMUSG00000117281,0,0,0,0,0,0
ENSMUSG00000117282,0,0,0,0,0,0
ENSMUSG00000117283,0,0,0,0,0,0
ENSMUSG00000117284,1400,1960,1267,1900,2051,1783
ENSMUSG00000117285,0,0,1,0,2,0
ENSMUSG00000117286,0,3,1,8,1,3
ENSMUSG00000117287,0,0,0,0,0,0
ENSMUSG00000117288,0,0,0,0,0,0
ENSMUSG00000117289,0,1,0,1,2,5
ENSMUSG00000117290,0,0,0,0,0,0
ENSMUSG00000117291,0,0,0,0,0,0
ENSMUSG00000117292,5,4,3,4,3,3
ENSMUSG00000117293,0,0,0,0,0,0
ENSMUSG00000117294,4,2,3,4,2,4
ENSMUSG00000117295,1,1,6,1,1,2
ENSMUSG00000117296,0,1,0,3,2,0
ENSMUSG00000117297,1,3,5,2,0,1
ENSMUSG00000117298,0,1,0,0,0,0
ENSMUSG00000117299,0,0,0,0,0,1
ENSMUSG00000117300,8,7,19,12,10,11
ENSMUSG00000117301,0,0,0,0,1,0
ENSMUSG00000117302,0,0,0,0,0,0
ENSMUSG00000117303,1,6,0,3,1,1
ENSMUSG00000117304,0,0,0,0,0,0
ENSMUSG00000117305,0,0,1,0,0,0
ENSMUSG00000117306,0,0,0,0,0,0
ENSMUSG00000117307,0,0,0,0,0,0
ENSMUSG00000117308,1,0,0,0,0,2
ENSMUSG00000117309,11,2,4,1,3,8
ENSMUSG00000117310,1,2,2,4,0,8
ENSMUSG00000117311,0,0,0,0,0,0
ENSMUSG00000117312,0,1,0,0,0,0
ENSMUSG00000117313,1,6,0,7,2,6
ENSMUSG00000117314,0,0,0,0,0,0
ENSMUSG00000117315,0,0,0,0,0,0
ENSMUSG00000117316,0,0,0,0,0,0
ENSMUSG00000117317,0,0,0,2,1,0
ENSMUSG00000117318,0,0,0,0,0,0
ENSMUSG00000117319,0,0,0,0,0,0
ENSMUSG00000117320,0,0,0,0,0,0
ENSMUSG00000117321,0,0,1,0,0,2
ENSMUSG00000117322,27,35,34,28,23,63
ENSMUSG00000117323,0,0,0,0,1,0
ENSMUSG00000117324,0,0,0,0,0,0
ENSMUSG00000117325,0,0,0,0,0,0
ENSMUSG00000117326,0,0,0,0,0,0
ENSMUSG00000117327,65,88,85,86,72,101
ENSMUSG00000117328,0,0,0,0,0,0
ENSMUSG00000117329,0,0,0,0,0,0
ENSMUSG00000117330,0,0,0,0,0,0
ENSMUSG00000117331,0,0,0,0,0,0
ENSMUSG00000117332,0,0,0,0,0,0
ENSMUSG00000117333,0,0,0,0,1,0
ENSMUSG00000117334,0,0,0,0,0,0
ENSMUSG00000117335,8,8,24,17,14,17
ENSMUSG00000117336,0,0,0,0,0,0
ENSMUSG00000117337,2,0,1,0,1,0
ENSMUSG00000117338,0,0,0,0,0,0
ENSMUSG00000117340,0,0,0,0,0,0
ENSMUSG00000117341,0,0,0,0,0,0
ENSMUSG00000117342,0,0,0,0,0,0
ENSMUSG00000117343,0,0,0,0,0,0
ENSMUSG00000117344,0,0,0,0,0,0
ENSMUSG00000117345,10,7,9,0,0,8
ENSMUSG00000117346,0,0,0,0,0,0
ENSMUSG00000117347,0,0,0,0,0,0
ENSMUSG00000117348,0,0,0,0,0,0
ENSMUSG00000117349,0,0,0,0,0,0
ENSMUSG00000117350,0,0,0,2,0,0
ENSMUSG00000117351,0,1,0,0,0,0
ENSMUSG00000117352,0,0,0,0,0,0
ENSMUSG00000117353,0,0,0,0,0,0
ENSMUSG00000117354,0,0,0,0,0,0
ENSMUSG00000117355,0,0,0,0,0,0
ENSMUSG00000117356,4,3,2,1,8,0
ENSMUSG00000117357,0,0,0,0,0,0
ENSMUSG00000117358,99,114,108,53,74,169
ENSMUSG00000117359,0,2,2,7,2,3
ENSMUSG00000117360,0,0,0,0,0,0
ENSMUSG00000117361,0,2,0,5,0,0
ENSMUSG00000117362,0,0,0,0,0,0
ENSMUSG00000117363,0,0,0,0,0,0
ENSMUSG00000117364,0,0,0,0,0,0
ENSMUSG00000117365,0,0,0,0,0,0
ENSMUSG00000117366,0,0,0,0,0,0
ENSMUSG00000117367,0,0,0,0,0,0
ENSMUSG00000117368,0,0,0,0,0,0
ENSMUSG00000117369,0,0,0,1,0,0
ENSMUSG00000117370,0,1,0,1,1,0
ENSMUSG00000117371,0,0,0,2,1,1
ENSMUSG00000117372,5,4,0,3,2,2
ENSMUSG00000117373,0,0,0,0,0,0
ENSMUSG00000117374,0,0,0,0,0,0
ENSMUSG00000117375,5,2,9,7,1,8
ENSMUSG00000117376,3,3,1,2,0,2
ENSMUSG00000117377,1,0,0,0,0,0
ENSMUSG00000117378,0,0,0,0,0,0
ENSMUSG00000117379,0,1,0,1,0,0
ENSMUSG00000117380,0,0,0,0,0,0
ENSMUSG00000117381,0,2,0,1,0,1
ENSMUSG00000117382,0,0,0,0,0,0
ENSMUSG00000117383,0,0,0,0,0,0
ENSMUSG00000117384,0,3,1,1,1,4
ENSMUSG00000117385,0,0,0,0,0,0
ENSMUSG00000117386,0,0,4,0,0,0
ENSMUSG00000117387,0,0,0,0,0,0
ENSMUSG00000117388,0,0,0,0,0,0
ENSMUSG00000117389,0,1,0,0,0,0
ENSMUSG00000117390,0,0,1,0,0,0
ENSMUSG00000117391,1,2,0,1,1,2
ENSMUSG00000117392,0,1,1,0,0,2
ENSMUSG00000117393,1,5,6,5,6,4
ENSMUSG00000117394,0,0,0,0,0,0
ENSMUSG00000117395,0,0,0,0,0,0
ENSMUSG00000117396,0,0,0,0,0,0
ENSMUSG00000117397,0,0,0,0,0,0
ENSMUSG00000117398,0,0,0,0,0,0
ENSMUSG00000117399,0,0,0,1,0,1
ENSMUSG00000117400,0,0,0,0,0,0
ENSMUSG00000117401,100,103,109,94,133,119
ENSMUSG00000117402,3,0,0,0,0,0
ENSMUSG00000117403,0,0,2,0,0,0
ENSMUSG00000117404,1,1,0,0,0,0
ENSMUSG00000117405,8,7,7,4,7,4
ENSMUSG00000117406,132,151,140,265,239,146
ENSMUSG00000117407,0,0,0,0,0,0
ENSMUSG00000117408,0,0,0,0,0,0
ENSMUSG00000117409,0,0,0,0,0,0
ENSMUSG00000117410,0,0,0,0,0,0
ENSMUSG00000117411,2,1,0,3,2,3
ENSMUSG00000117412,0,0,0,1,0,1
ENSMUSG00000117413,0,0,0,0,0,0
ENSMUSG00000117414,3,1,0,4,0,1
ENSMUSG00000117415,0,0,0,0,0,0
ENSMUSG00000117416,42,40,49,41,52,39
ENSMUSG00000117417,0,0,0,0,3,0
ENSMUSG00000117418,0,0,0,0,0,0
ENSMUSG00000117419,0,0,0,0,0,0
ENSMUSG00000117420,0,0,0,0,0,0
ENSMUSG00000117421,0,0,0,0,0,0
ENSMUSG00000117422,11,6,11,4,6,7
ENSMUSG00000117423,1,1,3,3,0,2
ENSMUSG00000117424,0,0,0,0,0,0
ENSMUSG00000117425,5,1,2,1,1,0
ENSMUSG00000117426,0,0,0,0,0,0
ENSMUSG00000117427,2,1,2,0,5,4
ENSMUSG00000117428,3,0,9,5,6,3
ENSMUSG00000117429,5,3,0,2,2,2
ENSMUSG00000117430,0,2,0,2,3,0
ENSMUSG00000117431,1,1,0,1,0,0
ENSMUSG00000117432,1,0,0,0,4,2
ENSMUSG00000117433,0,0,0,0,0,0
ENSMUSG00000117434,1,1,0,3,7,0
ENSMUSG00000117435,0,0,0,0,0,0
ENSMUSG00000117436,2,0,0,0,0,0
ENSMUSG00000117437,0,0,0,0,0,0
ENSMUSG00000117438,22,7,28,21,17,25
ENSMUSG00000117439,0,0,0,0,0,0
ENSMUSG00000117440,25,29,28,20,24,23
ENSMUSG00000117441,3,0,2,2,0,0
ENSMUSG00000117442,0,2,5,3,0,1
ENSMUSG00000117443,1,2,1,0,0,0
ENSMUSG00000117444,0,0,0,0,0,0
ENSMUSG00000117445,0,0,0,0,0,0
ENSMUSG00000117446,2,1,0,2,3,7
ENSMUSG00000117447,0,0,2,0,0,0
ENSMUSG00000117448,1,1,0,0,2,0
ENSMUSG00000117449,4,2,0,1,0,1
ENSMUSG00000117450,61,61,56,49,90,79
ENSMUSG00000117451,0,0,0,0,0,0
ENSMUSG00000117452,1,0,0,0,0,0
ENSMUSG00000117453,0,1,1,0,0,0
ENSMUSG00000117454,0,0,0,0,0,0
ENSMUSG00000117455,0,0,0,0,1,0
ENSMUSG00000117456,0,0,0,0,0,0
ENSMUSG00000117457,0,0,0,0,0,0
ENSMUSG00000117458,29,34,48,41,54,36
ENSMUSG00000117459,0,0,0,0,0,0
ENSMUSG00000117460,0,0,0,0,0,0
ENSMUSG00000117461,0,0,0,0,0,0
ENSMUSG00000117462,0,0,1,0,1,1
ENSMUSG00000117463,0,0,0,0,0,0
ENSMUSG00000117464,0,0,0,0,0,0
ENSMUSG00000117465,111,89,92,97,124,98
ENSMUSG00000117466,0,1,2,0,3,0
ENSMUSG00000117467,0,0,0,0,0,0
ENSMUSG00000117468,5,3,12,3,11,7
ENSMUSG00000117469,0,0,0,0,0,0
ENSMUSG00000117470,0,0,0,0,0,0
ENSMUSG00000117471,0,0,0,0,0,0
ENSMUSG00000117472,0,0,0,0,0,0
ENSMUSG00000117473,0,0,0,0,0,0
ENSMUSG00000117474,0,0,0,0,0,0
ENSMUSG00000117475,1,1,0,1,1,1
ENSMUSG00000117476,0,3,0,0,1,0
ENSMUSG00000117477,1,4,5,5,8,5
ENSMUSG00000117478,0,0,0,0,0,0
ENSMUSG00000117479,0,0,0,0,0,0
ENSMUSG00000117480,1,0,0,0,0,0
ENSMUSG00000117481,1,0,0,0,0,0
ENSMUSG00000117482,1,0,0,0,0,0
ENSMUSG00000117483,0,0,0,0,0,0
ENSMUSG00000117484,8,7,8,7,5,13
ENSMUSG00000117485,12,19,14,25,11,12
ENSMUSG00000117486,54,32,38,38,45,62
ENSMUSG00000117487,0,0,0,0,0,0
ENSMUSG00000117488,2,1,0,0,0,0
ENSMUSG00000117489,0,0,0,0,0,0
ENSMUSG00000117490,0,0,0,0,0,1
ENSMUSG00000117491,0,0,0,0,0,0
ENSMUSG00000117492,0,0,0,0,0,0
ENSMUSG00000117493,0,0,0,0,0,0
ENSMUSG00000117494,4,14,4,1,3,14
ENSMUSG00000117495,0,0,0,0,0,0
ENSMUSG00000117496,0,0,0,0,0,0
ENSMUSG00000117497,0,0,0,0,0,2
ENSMUSG00000117498,0,0,0,0,0,0
ENSMUSG00000117499,345,462,385,409,343,358
ENSMUSG00000117500,2,0,0,0,0,0
ENSMUSG00000117501,0,0,0,0,3,0
ENSMUSG00000117502,0,0,0,1,0,0
ENSMUSG00000117503,0,0,1,0,0,2
ENSMUSG00000117504,0,0,0,0,0,0
ENSMUSG00000117505,33,55,29,24,22,39
ENSMUSG00000117506,0,0,0,0,0,0
ENSMUSG00000117507,2,2,2,1,1,0
ENSMUSG00000117508,2,4,0,4,8,6
ENSMUSG00000117509,0,0,0,1,0,0
ENSMUSG00000117510,0,0,0,0,0,0
ENSMUSG00000117511,0,0,0,0,0,0
ENSMUSG00000117512,0,0,0,0,0,0
ENSMUSG00000117513,0,1,2,0,0,2
ENSMUSG00000117514,0,0,0,0,0,0
ENSMUSG00000117515,0,0,6,2,3,2
ENSMUSG00000117516,0,0,0,0,0,0
ENSMUSG00000117517,0,0,0,0,0,0
ENSMUSG00000117518,2,0,0,3,2,1
ENSMUSG00000117519,9,11,5,15,29,5
ENSMUSG00000117520,0,0,0,0,0,0
ENSMUSG00000117521,0,0,0,0,0,0
ENSMUSG00000117522,4,2,4,0,3,4
ENSMUSG00000117523,0,0,0,0,0,0
ENSMUSG00000117524,0,0,0,0,0,0
ENSMUSG00000117525,0,0,1,5,2,0
ENSMUSG00000117526,39,33,54,45,72,48
ENSMUSG00000117527,0,1,1,0,0,0
ENSMUSG00000117528,0,1,1,5,1,0
ENSMUSG00000117529,0,0,0,0,0,0
ENSMUSG00000117530,1,0,0,0,0,0
ENSMUSG00000117531,0,0,0,0,0,0
ENSMUSG00000117532,0,0,0,0,0,0
ENSMUSG00000117533,0,0,0,0,0,0
ENSMUSG00000117534,1,0,0,0,0,0
ENSMUSG00000117535,0,0,0,0,0,0
ENSMUSG00000117536,0,0,0,0,0,0
ENSMUSG00000117537,0,0,0,0,0,0
ENSMUSG00000117538,0,0,0,1,2,1
ENSMUSG00000117539,0,0,0,0,0,0
ENSMUSG00000117540,0,0,0,0,0,0
ENSMUSG00000117541,0,0,0,0,0,0
ENSMUSG00000117542,0,0,0,0,0,0
ENSMUSG00000117543,0,0,0,0,0,0
ENSMUSG00000117544,0,0,0,0,0,0
ENSMUSG00000117545,34,31,31,33,52,54
ENSMUSG00000117546,4,4,2,9,6,4
ENSMUSG00000117547,0,0,0,0,0,0
ENSMUSG00000117548,12,18,9,11,8,9
ENSMUSG00000117549,0,0,0,0,0,0
ENSMUSG00000117550,0,0,0,0,0,0
ENSMUSG00000117551,0,0,0,0,0,0
ENSMUSG00000117552,33,38,40,32,33,37
ENSMUSG00000117553,0,0,0,0,0,0
ENSMUSG00000117554,0,0,0,0,0,0
ENSMUSG00000117555,0,0,0,0,0,0
ENSMUSG00000117556,3,0,0,0,0,0
ENSMUSG00000117557,7,11,10,6,15,7
ENSMUSG00000117558,0,0,0,0,0,0
ENSMUSG00000117559,0,0,0,0,0,0
ENSMUSG00000117560,0,0,0,0,0,0
ENSMUSG00000117561,0,0,0,0,0,0
ENSMUSG00000117562,0,0,0,2,0,0
ENSMUSG00000117563,2,3,2,4,1,1
ENSMUSG00000117564,0,0,0,0,0,0
ENSMUSG00000117565,0,0,0,0,0,0
ENSMUSG00000117566,1,1,0,1,0,3
ENSMUSG00000117567,0,0,0,0,0,0
ENSMUSG00000117568,0,0,0,0,0,0
ENSMUSG00000117569,0,0,0,0,0,0
ENSMUSG00000117570,0,0,0,0,0,0
ENSMUSG00000117571,4,1,3,2,2,3
ENSMUSG00000117572,1,2,2,1,3,1
ENSMUSG00000117573,0,0,0,0,0,0
ENSMUSG00000117574,0,0,0,0,0,0
ENSMUSG00000117575,0,1,0,0,1,4
ENSMUSG00000117576,0,0,0,0,0,0
ENSMUSG00000117577,0,0,0,0,0,0
ENSMUSG00000117578,0,0,0,0,0,0
ENSMUSG00000117579,6,19,7,18,8,12
ENSMUSG00000117580,0,0,0,0,0,0
ENSMUSG00000117581,0,0,0,0,0,0
ENSMUSG00000117582,0,4,9,0,1,5
ENSMUSG00000117583,0,0,0,0,1,0
ENSMUSG00000117584,0,0,0,0,0,0
ENSMUSG00000117585,1,2,2,0,2,0
ENSMUSG00000117586,0,0,0,0,2,0
ENSMUSG00000117587,0,0,0,0,0,0
ENSMUSG00000117588,2,6,6,3,0,6
ENSMUSG00000117589,0,0,0,0,0,0
ENSMUSG00000117590,0,0,0,0,0,0
ENSMUSG00000117591,0,0,0,0,0,0
ENSMUSG00000117592,145,132,207,139,130,200
ENSMUSG00000117593,0,0,0,0,0,0
ENSMUSG00000117594,0,0,0,0,0,0
ENSMUSG00000117595,0,0,0,0,0,0
ENSMUSG00000117596,0,0,0,0,0,0
ENSMUSG00000117597,0,0,0,0,0,1
ENSMUSG00000117598,0,0,0,0,0,0
ENSMUSG00000117599,6,6,2,6,2,7
ENSMUSG00000117600,0,0,0,0,0,0
ENSMUSG00000117601,2,0,0,0,0,2
ENSMUSG00000117602,0,0,0,0,1,0
ENSMUSG00000117603,7,22,15,14,27,12
ENSMUSG00000117604,0,0,0,0,0,0
ENSMUSG00000117605,0,0,0,0,0,0
ENSMUSG00000117606,1,2,0,0,0,0
ENSMUSG00000117607,0,0,0,0,0,0
ENSMUSG00000117608,0,0,0,0,0,0
ENSMUSG00000117609,0,0,0,0,0,0
ENSMUSG00000117610,0,0,0,1,0,0
ENSMUSG00000117611,0,0,0,0,0,0
ENSMUSG00000117612,0,0,0,0,0,0
ENSMUSG00000117613,0,0,0,2,0,0
ENSMUSG00000117614,2,3,6,3,1,1
ENSMUSG00000117615,0,0,0,0,0,0
ENSMUSG00000117616,0,0,0,0,0,0
ENSMUSG00000117617,0,0,0,0,0,0
ENSMUSG00000117618,0,0,0,0,0,0
ENSMUSG00000117619,0,0,0,0,0,0
ENSMUSG00000117620,0,0,0,0,0,0
ENSMUSG00000117621,110,93,116,88,117,95
ENSMUSG00000117622,0,0,0,0,0,0
ENSMUSG00000117623,0,0,0,0,0,0
ENSMUSG00000117624,0,0,0,0,0,0
ENSMUSG00000117625,0,0,0,0,0,0
ENSMUSG00000117626,0,0,0,0,0,0
ENSMUSG00000117627,1,5,2,2,3,0
ENSMUSG00000117628,63,72,84,68,46,63
ENSMUSG00000117629,0,0,0,0,0,0
ENSMUSG00000117630,0,0,0,0,0,0
ENSMUSG00000117631,0,0,0,0,0,0
ENSMUSG00000117632,0,0,0,0,0,0
ENSMUSG00000117633,0,0,0,0,0,0
ENSMUSG00000117634,96,107,103,65,55,125
ENSMUSG00000117635,0,0,0,0,0,0
ENSMUSG00000117636,0,0,0,0,0,0
ENSMUSG00000117637,9,16,10,11,6,14
ENSMUSG00000117638,0,0,0,0,0,0
ENSMUSG00000117639,0,0,0,0,0,0
ENSMUSG00000117640,2,0,2,1,2,3
ENSMUSG00000117641,0,0,0,0,0,0
ENSMUSG00000117642,1,7,3,9,3,3
ENSMUSG00000117643,6,5,4,7,1,4
ENSMUSG00000117644,0,0,0,0,0,0
ENSMUSG00000117645,0,0,0,0,2,0
ENSMUSG00000117646,0,0,0,0,0,0
ENSMUSG00000117647,0,0,0,0,0,0
ENSMUSG00000117648,14,32,26,35,40,47
ENSMUSG00000117649,0,1,0,0,0,0
ENSMUSG00000117650,0,3,0,3,0,3
ENSMUSG00000117651,0,1,1,0,2,0
ENSMUSG00000117652,0,0,0,0,0,0
ENSMUSG00000117653,18,13,22,9,16,23
ENSMUSG00000117654,8,5,2,3,2,7
ENSMUSG00000117655,1,2,2,2,2,1
ENSMUSG00000117656,0,0,0,0,0,0
ENSMUSG00000117657,0,0,0,0,0,0
ENSMUSG00000117658,0,0,0,0,0,0
ENSMUSG00000117659,0,0,0,0,0,0
ENSMUSG00000117660,0,0,2,0,0,0
ENSMUSG00000117661,0,0,0,0,0,0
ENSMUSG00000117662,49,81,77,62,45,94
ENSMUSG00000117663,0,0,0,0,0,0
ENSMUSG00000117664,0,0,0,0,1,0
ENSMUSG00000117665,0,0,0,0,0,0
ENSMUSG00000117666,103,114,92,77,99,108
ENSMUSG00000117667,1,1,5,5,2,2
ENSMUSG00000117669,18,24,19,11,27,16
ENSMUSG00000117670,0,0,0,0,0,0
ENSMUSG00000117671,2,2,3,2,3,1
ENSMUSG00000117673,6,6,9,6,9,9
ENSMUSG00000117674,0,0,0,0,0,0
ENSMUSG00000117675,0,0,0,0,0,0
ENSMUSG00000117676,0,0,0,0,0,0
ENSMUSG00000117677,0,0,0,0,0,0
ENSMUSG00000117678,0,0,0,0,0,0
ENSMUSG00000117679,1236,1486,1237,1350,1360,1551
ENSMUSG00000117680,0,0,0,0,0,0
ENSMUSG00000117681,0,0,0,0,0,0
ENSMUSG00000117682,0,0,0,0,0,0
ENSMUSG00000117683,0,0,0,0,0,0
ENSMUSG00000117684,0,0,0,0,0,0
ENSMUSG00000117685,0,0,0,0,0,0
ENSMUSG00000117686,0,0,0,0,0,0
ENSMUSG00000117687,0,0,0,0,0,0
ENSMUSG00000117688,0,0,0,0,0,0
ENSMUSG00000117689,0,0,0,0,0,0
ENSMUSG00000117690,0,0,0,0,0,0
ENSMUSG00000117691,0,0,0,0,1,0
ENSMUSG00000117692,0,0,0,0,0,0
